Manufacturer,ProductName,review_site,language_country,review_rating,verified_purchase,review_date,review_title,review_text,product_url
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-17,Worth it for iPhone users,"If you’re using an iPhone, these are the wireless earbuds for you. Nice and crisp sound, connects effortlessly to your iPhone, have wireless charging, and the ANC is great for loud environments, for $249 they are worth it in my opinion.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",2,1,2019-11-17,Bad quality,Charging box came with scratches and cracking sounds on lid.,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-17,Best in the market,Been waiting for this for years and finally! ANC is very nice and transparency mode is awesome. Just wish you can adjust the volume without the phone. 5 star still.,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",4,1,2019-11-17,Bass,"You will be disappointed If you’re expecting a strong bass from AirPods pro. However, Its a keeper as overall sound quality & noise cancellation is pretty good.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-17,Extremely convenient. 95% as good as my QC35s. Wow!,"Long time Bose user. These sound 95% as good as my QC 35 ii. Noise cancelation is very good with music on, slightly less without music vs over the ears, but that is to be expected. Given AirPods convenience and size, I don’t expect to be using Bose much except for long flights. Five stars. Nice work Apple! Highly recommend.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",4,1,2019-11-17,I’m Pleased,Much better than the previous models.,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-17,The new AirPods is great,The noise cancel is great!,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",3,1,2019-11-17,not really worth it,i was impressd the moment i weared them.the world was quilt .but when u take them off ，the firt second is so noisy.wear like one hour ，my ears was little hurt，long hair should be more careful，the firt time i tried to answered the call it fell down.,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",3,0,2019-11-17,Ear Pain...,"Sound: GOOD
Noise Cancellation: GOOD
Transparency Mode: GOOD
Comfort: BAD
It's not the silicon tips. It's the earphone itself. After a while, I couldn't bear to wear them anymore. There are many who suffer from ear problems as I have from these PRO versions. They may affect your antitragus of the ear. After a moment, you may feel the pain consistently. The Airpods PRO also is not guaranteed to stay in your ear if you have this antitragus problem. Answer: You can try them out as long as you have the ability to send them back.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",2,1,2019-11-18,Pods slipping out of ear is a deal breaker,I really wanted these to be superior earbuds but for the money it wasn’t what I expected. They are more of a nuisance than a pleasure to wear. It constantly slips out of ear. Older generation AirPods never did that to me. What’s the point of noise cancelling if you always have to jam the earbud in your ear. This product might work for others ears but not mine. I never really had issues with earbuds either.,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",2,1,2019-11-18,Mine are Going Back - Three Issues to Know About,"Funny thing is that I never had a problem getting the original airpods to stay in my ear, so was expecting the airpods pro to be even better given they come with three different ear tips. Oddly, these keep falling out of my ears and I've tried the medium and large tips. The actual airpod itself is much bulkier, so I guess it just doesn't sit in my ear correctly. But that's not the only issue I have with these. I also bought them because they claim better microphone sound in the wind. Unfortunately, I done a few tests while biking slowly and I don't think there is much improvements. Oddly, I've also had people complain that they wouldn't hear me or was dropping out. It wasn't my signal because when switching to phone and back they could hear me just fine. I also really miss being able to tap the airpod to answer calls or hangup. Now you have to click on the short little stem, which I've had trouble doing. I tried for days to get this used to this, but no luck. What's worse, when I would finally find the right spot to click, it would cause the airpod to fall out. Yes, there is some sound improvement and the noise cancellation is nice (although I hate the strange hallow sound it creates when talking). But if you can't keep the airpod in your ear and you can no longer tap to answer/hangup, then I'm afraid the cost/benefit isn't there. Really surprised to feel this way since I don't see many others complaining about these issues. But mine are going back.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-18,An amazing piece of audio technology.,"Like using high-end, over-the-ear headphones but without the bulk. The AirPod Pros have been compared to Bose 700s ($399). That's s a nice compliment but misses the point. The AirPods cost less and are much better suited for travel or even wearing around the house. The ""transparency mode"" lets you enjoy your music and stay aware of your surroundings. It does much more than just deactivate the noise cancelling feature. I was able to ""demo"" a pair at the The Apple Store. Which was nice, because it might take a couple of try's to get the best fit. They come with 3 different sizes of silicone gaskets to help maximize comfort and performance. After you get them situated, the AirPods will run a ""sound-check"" to confirm you have the best fit. More than anything, you'll appreciate the sound quality. The high-tech stuff is icing on the cake. If you love music (and you get these) eventually you'll listen to a great song that you've heard a hundred times... and realize that you've been missing certain instruments, notes or words. That's when the AirPod Pros will go from feeling like a luxury item to a necessity. The Apple Store was out-of-stock, so I ordered them on Amazon.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-18,Outstanding AirPods. Worth the upgrade!,I am a big fan of Apple products and have been using iPhones for more than a decade now. I was waiting for the upgraded AirPods to replace my second-generation AirPods. It is definitely worth the wait. Apple AirPods Pro is amazing and sound quality is outstanding with noise-cancellation. It fits perfectly on my ears. I will listen to music at least 2 to 3 hours a day at work and battery life is really good. I will buy two more AirPods Pro for my spouse and son.,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-18,Got the best deal and it is awesome!,Way better than the last gen and I really like it!,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",1,1,2019-11-18,Disappointed,"Sound quality and the noise cancelation feature are decent, nothing like Bose though. My main issue is the fit. They just fling out randomly while you are on the go or working out. I have tried all of the different ear buds provided by Apple but in vain. The price is very high compared to what you get. There are better options in the market for this price.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-18,Nice as usually,Big upgrade.,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",1,1,2019-11-18,Expensive garbage,"I thought they were pretty nice at first. Sound quality is good. They charged quick in the case. But transparency mode amplified sounds like crazy. At the gym someone was moving weights, the cling of them hitting was so loud it hurt my ears. When I took the airpods out it was much quieter in real life. Even in noise cancelling mode they pick up voices and then they end up sounding robotic. There's a white noise in the background too. It's like a little static, annoying as hell. Just now I started hearing a popping noise in the right bud. It kept happening even when the music was off. When I turned to transparency mode that popping became a buzz.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",4,1,2019-11-19,Great product,"So much better than previous air pods. Noise cancelling makes a huge difference. Also can charge with ear tips on now. No more losing AirPods from a bad fit. I use one large Ear tip and one medium for a custom fit. Much better than my power beats and very comfortable
Amazing what can be produced in such a small package",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",4,1,2019-11-19,Comparing them to Sony and Bose,"I purchased the Sony WH100xm3 and these AirPods pro and compared them . I kept the AirPods pro. These aipods had a hissing sound when I play them out of the box, this later went away. The noise cancelation is not as great as Sony and Bose the cancelation is different and less powerful. But it is good and will block mist sound , the Sony tare also bulkier and huge on your head and they don’t fit in your pocket and come with a charging case and Apple ecosystem. The bass is still weak and sound similar close to regular AirPods but you can adjust it but still the s I be is better in the Sony but the portability in that small sound difference is still worth it in my book just look at how small they are. I like the controls in the ear it makes it easier than stopping your music by grabbing your phone or watch, Sony also has this feature but it’s only in one ear and you have to use your whole hand to change or pause I didn’t think that was as cool as the AirPods. These AirPods did make my ear hurt as they are heavier than regular pods the Sony and Bose make your ears hurt and sweaty.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,0,2019-11-19,"Integrate flawlessly, fit better than standard air pods, sound good","Somewhat of an audiophile so I was skeptical. After trying out in an Apple store I was convinced. The more I played with them, the more I liked them. Noise cancellation and the Transparent functions work very well. I kinda think it's a step back (from my wired Bose) using the silicon tips and no ""wings"" to help hold in the ear as those are more comfortable, but not having wires to yank the buds out of my ear is nice. USB-C charging cable that was included was a bit of a disappointment as I don't have anything using USB C, but I have enough extra lightning cables so no big deal I guess. I'll save this one for later.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-19,I think its a must buy at this point.,"Oh man I love these from apple, I owned airpods 1 and didn't really like it because it didn't fit me all too well. But these things are awesome, the sound quality is good and I really love that it fits in my ear. Must buy recommended to all my friends",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-19,The best AirPod’s period !!!,"Simply the best , I upgraded from the apple AirPod 2nd generation that we’re great as well but love the AirPod pros , they are worth the extra $50.00 price hands down .",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",4,1,2019-11-19,"Great sound, fit isn't as good as I need.","The Airpods Pro sound quality is as good as my Bose QC35 for me. Granted, I do have some hearing loss so perhaps I'm missing out on some of the subtle sound differences. Although the left ear showed a good fit immediately, I had some problems fitting my right ear according to Apple's fit check. Eventually got it. Overall, very comfortable. Love the addition of the ANR as it makes sound pop and is great in an office environment to tone down background noise even if I'm not listening to music. Outgoing voice quality is very good over the phone based on feedback from others as well as listening to my voice recording. However, I find that the ear adapters seem to push the Airpods Pro out of the ear after 15 minutes or so (old Airpods didn't do this). This not only allows more outside noise in, but also sets them up to fall out during workouts or heavy head movement. Left ear fell out right at the end of a spinning class today as I got off the bike for example. I've decided to keep them for now and hope that other ear adapters become available soon. It was a toss-up though....",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-19,Made me like my co-workers,"Now that I can’t hear them, they’re not so bad! !",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",4,1,2019-11-19,- 1 star for price point,I would give these 5 stars if not for the ridiculous price. And I wouldn’t have purchased them if I didn’t have a $100 amazon gift card I was saving for a special occasion. But I really couldn’t be happier with the product so far. I spent a week reading every review online and watching reviews on YouTube. I was struggling with the price but I was also desperate for a quality ear bud. I spent months trying various brands and then returning them. Either didn’t fit comfortably or poor quality. I wear these at work and at the gym. Never longer then 3-4 hours without a break but no discomfort to report and they stay firmly in my ear. One thing that could bother people is the bass level is average. I have zero problem with it. I don’t expect ear shaking bass on ear buds and frankly no one should. Sound quality for music and podcast is crystal clear and perfect for what I need. Battery life is solid and charge quickly when needed. If these were $100 cheaper I would be screaming from my rooftop to purchase them. Right now I tell everyone they’re great but over priced. Really depends on how comfortable you feel spending the coin on a ear buds. I am a little paranoid carrying them around. I feel like I’m transporting a gold bar and need to protect them with my life. Other positives I like are the ability to use only one and leave the other charging. Noise cancellation and transparency have been nice. Not earth shattering but again for ear buds you shouldn’t expect them to be but you will be pleasantly surprised. Also the syncing is fast which is hard to come by in some brands. Really work seamlessly with the iPhone.,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-19,No brainer buy!,This is the headphones I have been waiting for. When the original AirPods were released I wasn’t impressed- the open nature and absence of noise canceling didn’t appeal to me. I remained a loyal Plantronics user with their mono noise canceling sets. When this arrived I had to check it out. The smaller form factor and amazing noise canceling keeps this well and above the original AirPods. The transparency mode keeps the commuters and family conversations going. Only ask is for a longer battery life. I am sure Apple will figure that out with future upgrades. Worth buying for the ease of use - specially if you are in the Apple ecosystem it is a no brainer.,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-19,Incredible- Must Have - Love The,Sound is incredible. They fit in your ear much snugger and more securely than original AirPods. But the real marvel here is the ANC. These are a must have for anyone but especially if you use iPhone/Apple/Mac. Love these.,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",4,1,2019-11-19,Works as expected.,The pulling out process is not as good as previous one.,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-19,They’re great!,Love these! Works perfectly and fit amazingly. Was a gift and loved them!,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-20,Awesome AirPods,"Great AirPods. Stay in the ear way, way better than the previous version. You know what you pay for.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",3,1,2019-11-20,I’d like to love them,"Man, I wish I could love these. Noise cancellation is on point. Audio quality is on point. Transparency mode is AMAZING!!! But no matter what tips I use, they won’t stay in. I’m so disappointed.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-20,love the sound,surprised that the battery life was not as good as my standard air pods,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",4,1,2019-11-20,Like it,"It is very fast to get it. Only took 3 days. The AirPod pro is good, I like the noise cancellation mode",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-20,Nice product,Best wireless earbuds ever,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",4,1,2019-11-20,Water Resistance rating is shoddy at best,"Returned mine for two reasons. 1. Right earbud just refuses to fit. All 3 included tips do not work. I was gonna get a custom foam tip when they start making them because I felt it was worth it but..
2. 3 days ago I was caught up in the rain. I had my winter jacket on which is also waterproof. I know the airpods are water resistant but I was in no way going to test it out a week after I just received them, so I put a beanie on over my head covering the pods and then my jacket hoodie on over the beanie. Went throughout my commute no issues, but when I come home and take off my airpods I feel that they are a bit damp. Not wet by any means so I wipe them off and put them in the charger. Next time I take it out it no longer keeps a stable connection with my phone, the left earbud has an annoying hissing noise during transparency mode, and there's a ear splitting noise every so often that just makes it impossible to keep it in my ears. So yeah, I highly doubt these are IPX4 rated if they start acting like this just from moisture dampness. I hope I just received a dud, but knowing apple I doubt it. These are still grossly overpriced for what they are tho.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",1,0,2019-11-20,Not a good product,"Just about everyone I would talk to via phone, said they could not hear me very well. Some said muffled, others had a echo, but it was constant. Also, if you are on the phone and need to adjust your ear piece, once you touch it, it disconnects the call. Not worth the $250 price tag. I returned them. The noice cancellation was nice for music, but I encountered too many other thing that they were not worth it.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-20,Worth the price!,This is the most expensive headphone/earphone I have bought. My previous one is a Bose Sound Sports Wireless earphone. The apple air pods pro feels such a major upgrade. Feels so premium. The noise cancellation is pretty great. And doesn’t fall off my ears when while running around. Great product by Apple!,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",1,0,2019-11-20,Nope,"I had to return these within a few days, as the folks on the other end of the calls through I was in a closet. When returning, the Apple store rep said they are starting to hear that.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",2,1,2019-11-20,Falls Out of Ears,"Fit is completely different from original AirPods. Never had an issue before. New AirPod Pro fit is garbage. Never secure fit, falls out ALL THE TIME. Very disappointed",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-20,Love it,Brand new and original.,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-20,great product,great product,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-20,Great quality.,Highly recommend!,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-20,Great sound,I love this AirPod pro great quality product,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",4,1,2019-11-20,Interesting evolution from the original airpods.,"Coming from the original airpods from 2016 I wanted something with better battery life and also better sound quality. The headphones themselves have 3 different type of tips you can choose from and there is also a digital test to see how snug and noise isolated they sound in your ears. I somehow get a good seal for all 3 sizes, but because I workout with these headphones a lot I chose the large tips since they don't fall out of my ears. The battery does very well and last me a little over 4 hours. Solid pair of headphones, the noise canceling feature does have leaks here and there so it's not 100% perfect",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-20,First iPod pros were defective check them carefully,Ok so I had to replace the first pair I got. The left ear bud would not charge. The ear bud foam inserts were different sizes. Non of the 3 matched up. We’re these knock offs I don’t know. The new 1s I received were perfect out of the box. Very strange for Apple. They are a major improvement from the 1st or 2nd generation iPods.,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
